X	Y	Z	X	Y	Z	X	Y	Z
0.542236	-0.132813	-0.655273	0.219482	0.0877075	0.0100098	-2550.29	525	149.707
0.372559	-0.119873	-0.890869	0.231873	0.204285	0.0552368	-2325.29	600	374.707
0.387207	-0.111328	-1.09985	-0.0610962	-0.135925	0.16272	-2175.29	600	-225.586
0.419678	-0.116699	-1.46387	-0.420105	-0.19989	0.204895	-2400.29	825	-150.586
0.61377	-0.072998	-1.01025	-0.692383	-0.407532	0.0168457	-3075.29	1050	-225.586
0.190186	-0.00195313	-0.717285	-0.611755	-0.659973	-0.144348	-3075.29	1500	-375.586
0.493408	0.24585	-0.497559	-0.643799	-2	0.116211	-3900.29	2325	-0.585938
0.492676	-0.065918	-0.99292	-0.078064	-0.553894	0.0601807	-3900.29	2925	299.707
0.261963	0.0908203	-0.95459	-0.120483	-0.27832	-0.0535889	-4125.29	3000	74.707
0.295898	-0.148926	-1.15161	-0.107727	-0.352356	-0.201782	-3750.29	3225	-150.586
0.0930176	0.0883789	-1.28613	-0.0992432	-0.260376	0.206299	-4350.29	4125	149.707
0.048584	0.0861816	-1.10181	-0.417114	-0.334351	0.319519	-4275.29	4350	974.707
0.355469	-0.14917	-1.08765	-0.331482	0.015686	0.0728149	-4500.29	3975	-0.585938
0.168457	0.0566406	-0.82373	-0.261353	0.141724	-0.164429	-5025.29	4050	824.707
0.048584	0.110352	-1.02441	0.320251	-0.200623	-0.0735474	-4500.29	4275	449.707
0.0561523	0.0200195	-1.0166	0.209717	0.0483398	-0.0710449	-4575.29	4350	524.707
0.0852051	0.0488281	-1.19067	0.128052	0.0223389	-0.0656738	-4425.29	3750	224.707
0.0754395	0.0769043	-1.02856	0.00915527	0.112854	-0.0371094	-4575.29	4500	524.707
0.121826	0.0888672	-0.851074	0.124023	0.0454712	-0.0230713	-3900.29	4275	449.707
0.115967	0.046875	-1.07568	0.167786	0.0253906	-0.0281982	-4050.29	3975	449.707
0.109131	0.0385742	-1.10669	0.0643921	0.0557861	-0.036438	-3975.29	3750	674.707
0.102051	0.0483398	-1.05396	0.06604	0.0388184	-0.036377	-3825.29	3900	824.707
0.0551758	0.060791	-1.02515	0.0323486	0.0406494	-0.0222778	-3900.29	4125	449.707
0.0849609	-0.00268555	-1.09595	-0.015625	0.0341187	0.0189209	-4050.29	3675	299.707
0.163086	0.000244141	-1.11157	-0.102905	-0.0200195	-0.0105591	-4275.29	4200	674.707
0.0671387	0.0551758	-1.01318	-0.117859	-0.0596313	-0.00799561	-4200.29	4125	-0.585938
0.171387	-0.0305176	-1.10278	-0.295898	-0.0299683	0.116272	-4350.29	3825	299.707
0.112793	0.114258	-0.96875	-0.210388	-0.0219116	0.0275879	-4500.29	3675	299.707
0.144043	0.154053	-1.00488	-0.157959	0.0303955	0.0159912	-4500.29	4275	449.707
0.0878906	0.145996	-1.00537	-0.0109253	0.0889282	-0.0307007	-4500.29	3975	299.707
0.0317383	0.129395	-1.15674	-0.0442505	0.0898438	0.0135498	-4650.29	3675	299.707
0.123291	0.105469	-1.19385	-0.144165	0.0540161	0.0377808	-4500.29	3675	149.707
0.22168	0.102783	-1.14063	-0.233337	0.0506592	-0.00933838	-4725.29	3900	524.707
0.131836	0.117432	-0.974609	-0.228577	-0.0369263	-0.0924072	-5025.29	3900	674.707
0.118164	0.160645	-1.01855	-0.18042	-0.0966797	-0.0861816	-5250.29	4575	1049.71
0.0686035	0.158447	-1.06006	-0.0957031	0.003479	-0.0635986	-4650.29	4275	449.707
0.0683594	0.167969	-1.08081	-0.0757446	0.125366	-0.0430908	-5025.29	4050	374.707
0.074707	0.178223	-1.0542	-0.108643	0.0882568	-0.0164795	-5325.29	3750	674.707
0.10498	0.181396	-1.11377	-0.133606	0.0699463	-0.0111694	-4875.29	3750	524.707
0.163086	0.180664	-1.05347	-0.154114	0.141235	-0.015686	-5100.29	3975	299.707
0.123047	0.180908	-1.04248	-0.15155	0.0705566	-0.00689697	-5025.29	4200	224.707
0.164063	0.191406	-1.04688	-0.180786	0.0562134	-0.00286865	-5175.29	3900	-75.5859
0.151611	0.196777	-0.96167	-0.170837	0.098877	-0.0202026	-5850.29	3975	449.707
0.166992	0.214355	-0.999023	-0.183594	0.0342407	-0.0429688	-5550.29	3675	149.707
0.126953	0.210205	-0.911621	-0.216553	0.0422363	-0.019043	-5400.29	3675	149.707
0.117432	0.241211	-0.868652	-0.195129	0.0400391	-0.00915527	-5475.29	4200	524.707
0.159668	0.234863	-0.814697	-0.132568	0.0620117	0.012085	-5775.29	3600	74.707
0.186768	0.25293	-0.774414	-0.093689	0.0198975	-0.00830078	-5925.29	3750	374.707
0.161621	0.256836	-0.757324	-0.0405273	0.0178223	-0.0322266	-6075.29	3900	374.707
0.105713	0.272461	-0.773193	0.0108032	-0.0164185	-0.0552979	-5775.29	3900	224.707
0.0461426	0.286621	-0.873047	0.0376587	-0.0216064	-0.024231	-5775.29	3750	224.707
0.0803223	0.267822	-0.817139	0.0444336	-0.0230713	0.0292969	-5550.29	3825	449.707
0.112549	0.250244	-0.849609	0.131836	-0.0391846	0.0317993	-5625.29	3900	374.707
0.0581055	0.259521	-0.917969	0.13092	-0.0045166	0.0528564	-5850.29	3975	299.707
0.129395	0.223877	-0.917236	0.119019	-0.0307007	0.081604	-5700.29	3825	449.707
0.175049	0.212158	-0.908936	0.141235	-0.0307007	0.065918	-5550.29	3825	599.707
0.171387	0.201904	-0.910645	0.183594	-0.00946045	0.0453491	-5550.29	3525	449.707
0.100342	0.221191	-0.950928	0.205566	-0.0379639	0.0531616	-5100.29	3675	149.707
0.135254	0.210449	-0.988281	0.198792	-0.032959	0.0557251	-5025.29	3900	224.707
0.159424	0.209229	-0.998535	0.18988	-0.0785522	0.0546265	-5025.29	3750	74.707
0.162109	0.187012	-1.02441	0.185974	-0.0869141	0.0657959	-4800.29	3525	449.707
0.115967	0.172852	-1.02539	0.17334	-0.0654907	0.0835571	-4650.29	3825	299.707
0.161621	0.142822	-1.06274	0.173279	-0.108032	0.074646	-5025.29	3600	524.707
0.168457	0.124512	-1.03027	0.143616	-0.0593872	0.0657959	-5025.29	4050	374.707
0.151123	0.119629	-1.03296	0.161316	-0.0358887	0.0452881	-4575.29	3750	74.707
0.118164	0.113525	-1.05444	0.190063	-0.050415	0.0501709	-5025.29	3900	224.707
0.0986328	0.107666	-1.09131	0.134888	-0.0413818	0.0569458	-4575.29	4200	374.707
0.161621	0.0852051	-1.00537	0.132385	-0.0744629	0.0576172	-4200.29	3975	449.707
0.147461	0.0961914	-1.104	0.112122	-0.0701294	0.0405884	-4350.29	3825	299.707
0.165283	0.095459	-1.06152	0.100037	-0.0558472	0.0454712	-4350.29	3825	-0.585938
0.138672	0.0844727	-1.15942	0.125793	-0.0522461	0.0192261	-4425.29	3900	224.707
0.106201	0.0852051	-1.19629	0.0328369	-0.0354614	0.0209961	-4350.29	3975	299.707
0.149414	0.0703125	-1.13672	0.0158691	-0.0267334	0.0388794	-4275.29	3750	224.707
0.161865	0.0844727	-1.13013	-0.0557861	0.00616455	0.0306396	-4350.29	3825	149.707
0.118164	0.0690918	-1.03833	-0.0621338	0.00494385	0.0214233	-4200.29	4125	599.707
0.119141	0.0856934	-0.999023	-0.0393677	0.010437	0.0300293	-4125.29	3750	524.707
0.164795	0.0639648	-0.959473	-0.000732422	0.0113525	0.0189819	-4350.29	4275	599.707
0.15918	0.0544434	-0.997559	0.0125732	0.0227051	0.0115967	-4350.29	3675	599.707
0.143311	0.0651855	-0.989502	0.015564	0.015686	0.0180664	-4350.29	3525	149.707
0.178711	0.0578613	-0.995605	0.0180664	0.0201416	0.0199585	-4125.29	3600	374.707
0.232178	0.0593262	-1.0271	0.0220947	0.0421143	0.00488281	-4500.29	3525	299.707
0.247314	0.0512695	-1.00098	0.0168457	0.0112305	-0.0462646	-4350.29	3525	449.707
0.216797	0.0515137	-1.0481	0.0131226	-0.0022583	-0.108398	-4350.29	3825	749.707
0.12915	0.0483398	-1.04199	-0.0219727	-0.00994873	-0.111206	-4350.29	3675	-0.585938
0.194824	0.0598145	-0.97583	-0.00695801	0.000183105	-0.0993042	-4275.29	3900	224.707
0.167969	0.0610352	-1.00513	0.00500488	-0.0269775	-0.127441	-4275.29	3750	224.707
0.135498	0.0571289	-0.9729	0.017334	-0.0281372	-0.141113	-4200.29	3675	449.707
0.128418	0.0498047	-1.04224	0.0340576	-0.0352173	-0.133911	-3900.29	3375	449.707
0.133545	0.0725098	-1.021	0.0581055	0.00689697	-0.150696	-4200.29	3825	449.707
0.0979004	0.0742188	-1.07813	0.0408936	0.0162354	-0.123657	-4125.29	3900	524.707
0.168213	0.0554199	-0.999023	0.0214844	-0.0108643	-0.108887	-3900.29	3525	599.707
0.0998535	0.0693359	-1.09009	0.0221558	0.00335693	-0.128052	-3975.29	3900	374.707
0.116455	0.0522461	-1.00049	-0.00646973	0.0180664	-0.113342	-3750.29	3975	749.707
0.153809	0.0627441	-0.995117	0.0299683	0.00109863	-0.145325	-3825.29	3600	674.707
0.0786133	0.0681152	-1.04419	-0.000671387	-0.0482788	-0.149231	-3825.29	3750	674.707
0.0532227	0.0532227	-1.05884	-0.0136719	-0.0137329	-0.110962	-3675.29	3600	674.707
0.0200195	0.115723	-0.994873	-0.0272217	-0.0261841	0.0375977	-3750.29	3525	899.707
0.0371094	0.0847168	-1.08252	-0.0372925	-0.0528564	0.0155029	-3825.29	3900	674.707
0.010498	0.102295	-1.08667	-0.0500488	-0.0306396	0.0100098	-3900.29	3525	599.707
0.00708008	0.0883789	-1.04443	-0.0717773	-0.0384521	0.0437622	-3825.29	3750	374.707
0.00585938	0.0957031	-0.99585	-0.0448608	-0.0325317	0.0875854	-3750.29	3675	299.707
0.0615234	0.0964355	-1.06372	-0.0512085	-0.00585938	0.120117	-3975.29	3600	674.707
0.0786133	0.0908203	-1.00635	-0.046936	0.00909424	0.119507	-4350.29	3975	749.707
0.078125	0.0874023	-1.01855	-0.0280762	0.0258179	0.119751	-3600.29	3825	749.707
0.097168	0.101074	-0.987793	-0.0362549	0.0108643	0.14386	-3975.29	4050	224.707
0.133789	0.0808105	-1.03101	-0.00671387	-0.00128174	0.152344	-4200.29	3525	299.707
0.112305	0.0695801	-1.07935	-0.0445557	0.0250854	0.125122	-4350.29	3375	749.707
0.0898438	0.0854492	-1.03247	-0.06073	-0.0144653	0.116211	-3975.29	3900	824.707
0.0834961	0.0805664	-1.00708	-0.0623779	-0.0151367	0.125977	-4650.29	3675	599.707
0.0517578	0.09375	-1.00757	-0.015686	0.0196533	0.152771	-4200.29	3975	599.707
0.0380859	0.0976563	-1.02832	-0.0353394	0.0123291	0.157227	-4650.29	4125	449.707
0.0998535	0.0864258	-1.00049	-0.0578003	-0.0236206	0.159851	-4425.29	3750	374.707
0.0732422	0.0871582	-1.00269	-0.0408325	0.00140381	0.175171	-4650.29	3975	-150.586
0.127197	0.0839844	-0.992432	-0.0142822	0.00933838	0.18219	-4200.29	3825	149.707
0.102783	0.0852051	-1.03735	-0.0238037	0.00787354	0.163147	-4500.29	3675	149.707
0.0808105	0.0935059	-0.977783	-0.0336304	-0.0167236	0.173645	-4350.29	3675	149.707
0.088623	0.0837402	-1.07007	-0.0344849	-0.00494385	0.196167	-4650.29	3525	299.707
0.178955	0.0737305	-0.980957	-0.0428467	0.0157471	0.191833	-4650.29	3525	149.707
0.383301	0.0581055	-1.02344	-0.0561523	-0.0582886	0.117371	-4800.29	3825	149.707
0.333984	0.140869	-0.801758	-0.0574341	0.000915527	0.177979	-5025.29	3450	374.707
0.128418	0.0822754	-0.982422	-0.00653076	0.048584	0.234375	-5025.29	3450	74.707
0.207275	0.0866699	-0.917725	0.0836792	0.086853	0.266785	-4650.29	3225	599.707
0.244385	0.0449219	-1.07959	-0.0390015	0.0454712	0.22406	-4575.29	3300	-75.5859
0.466797	-0.0603027	-1.15601	-0.0526123	-0.188049	0.103394	-5025.29	3150	224.707
0.375	-0.0217285	-1.01074	-0.193176	-0.223816	-0.053894	-5025.29	3600	74.707
0.355713	0.0612793	-0.85498	0.0150757	-0.0559082	-0.00250244	-5025.29	3900	-75.5859
0.34375	0.0644531	-1.05835	-0.0540161	-0.0397339	-0.0249023	-5025.29	3300	374.707
0.290527	0.0849609	-0.879883	0.0304565	0.0458984	-0.0330811	-4950.29	3525	449.707
0.324951	0.0544434	-0.988281	0.0162964	-0.00897217	-0.0845337	-4875.29	3450	74.707
0.300781	0.0432129	-1.09937	-0.00866699	-0.0368042	-0.0953369	-4950.29	3525	149.707
0.320557	0.0522461	-0.990234	-0.0984497	-0.134766	-0.196106	-4725.29	3600	-75.5859
0.197998	0.0769043	-1.01636	-0.0665283	-0.115845	-0.218567	-5175.29	3600	524.707
0.0065918	0.104736	-0.980225	-0.0345459	-0.0430298	-0.177124	-5700.29	3675	149.707
0.0141602	0.083252	-0.970703	0.00592041	0.00323486	-0.202942	-4950.29	4125	299.707
0.199219	0.0876465	-0.972656	0.0421143	-0.0356445	-0.170593	-5250.29	3525	449.707
0.182129	0.101318	-1.00073	0.0134888	-0.0595703	-0.149658	-5250.29	4125	149.707
0.168213	0.114258	-0.955811	0.0314941	-0.0193481	-0.165649	-4800.29	3825	449.707
0.0288086	0.13501	-1.00171	0.0356445	-0.0159302	-0.143921	-4875.29	3750	524.707
0.0351563	0.150879	-0.945557	0.0985718	-0.0344238	-0.106567	-4725.29	4050	374.707
0.00756836	0.0959473	-1.09424	-0.00494385	-0.0452271	-0.0209961	-4425.29	3750	374.707
0.0605469	0.100098	-0.999023	-0.0355835	-0.0319214	0.0184937	-4425.29	3600	74.707
0.107178	0.121338	-1.02441	-0.010437	-0.0563354	-0.00964355	-4725.29	4350	674.707
0.106201	0.143555	-1.02979	-0.026062	-0.0159302	-0.0114746	-4725.29	3900	374.707
0.118896	0.160889	-1.01904	-0.0172119	-0.0568237	-0.0043335	-4650.29	4275	449.707
0.144287	0.183838	-1.03125	0.00531006	-0.0528564	0.00524902	-4725.29	4050	224.707
0.0612793	0.193848	-1.05933	-0.00372314	0.00421143	0.0245972	-4425.29	4050	374.707
0.0739746	0.192139	-1.04443	-0.00628662	0.00909424	0.0598145	-4275.29	3900	374.707
0.123535	0.208008	-0.9729	-0.00585938	-0.00482178	0.0608521	-4425.29	3900	374.707
0.092041	0.178223	-0.989502	0.0162354	-0.0134277	0.0776978	-4350.29	4125	749.707
0.114258	0.163086	-0.98584	0.0463867	-0.00854492	0.0696411	-4425.29	4050	374.707
0.153809	0.143066	-1.05176	0.0941772	-0.078186	0.0950317	-4425.29	4200	524.707
0.122803	0.119629	-1.2002	0.0446777	-0.0621948	0.048584	-4200.29	4125	299.707
0.0996094	0.0966797	-1.09229	-0.0593262	-0.00201416	0.0343628	-4350.29	4275	299.707
0.109619	0.0998535	-0.874512	-0.0568237	-0.162109	0.0057373	-4425.29	4200	674.707
0.0141602	0.078125	-1.12207	0.0654297	-0.115417	0.0931396	-4350.29	4425	749.707
0.0334473	0.0332031	-1.05713	0.00946045	0.0471802	0.110229	-3900.29	4425	899.707
0.140137	0.0317383	-0.943115	-0.00366211	-0.0480957	0.0834961	-4125.29	4800	374.707
0.076416	0.0419922	-0.988281	0.0598755	-0.0969849	0.0620728	-4200.29	4575	899.707
0.0490723	-0.0222168	-1.07568	0.0722656	0.0692139	0.0825806	-3975.29	4350	674.707
0.105225	-0.0432129	-0.984619	0.0517578	0.114197	0.0735474	-3975.29	4050	674.707
0.103027	-0.0705566	-1.01855	0.0368652	-0.036438	0.0228271	-3900.29	4125	449.707
0.156006	-0.133545	-0.986084	-0.0288696	-0.052124	-0.0167847	-3750.29	4275	599.707
0.0512695	-0.0756836	-1.11646	-0.0462646	-0.0326538	-0.11499	-4125.29	4500	374.707
0.00976563	-0.00878906	-0.992432	-0.139587	0.0227661	-0.112793	-3975.29	4350	374.707
0.0510254	0.0209961	-0.83374	-0.0524902	-0.0462646	-0.0741577	-4275.29	4500	824.707
0.0219727	0.027832	-1.02954	0.0215454	-0.0317993	-0.072876	-4425.29	4800	524.707
0.0244141	0.0297852	-1.10034	0.0125732	0.0803833	-0.0341187	-4350.29	4575	599.707
0.162598	0.0456543	-0.998047	-0.0387573	0.0512085	-0.0587158	-4575.29	3900	224.707
0.156982	0.0466309	-1.04956	-0.0151367	0.00469971	-0.142273	-4425.29	4350	824.707
0.00195313	0.0356445	-1.11157	-0.0649414	0.0515137	-0.126465	-4350.29	4275	299.707
0.0656738	0.0917969	-0.937744	-0.0754395	0.0699463	-0.0497437	-4350.29	4275	749.707
0.0837402	0.0405273	-0.979736	0.0043335	0.0463257	-0.0740356	-4125.29	4200	524.707
0.0585938	0.0837402	-0.990723	0.0223999	0.120178	-0.088623	-3825.29	4050	374.707
0.0209961	0.0649414	-0.99585	0.0105591	0.121826	-0.0568848	-4725.29	3900	824.707
0.0827637	0.10083	-0.94458	0.0172119	0.118042	-0.0289917	-4050.29	4275	449.707
0.10376	0.0925293	-0.954834	0.0523682	0.112488	-0.0429688	-4125.29	4200	374.707
0.015625	0.176514	-1.05103	0.0554199	0.121765	-0.0534058	-4200.29	4125	149.707
0.0651855	0.20874	-1.00903	0.0288696	0.12915	0.00878906	-4125.29	3900	524.707
0.208496	0.222412	-1.03027	0.0645752	-0.0406494	-0.0114136	-4425.29	3600	374.707
0.0751953	0.22998	-1.15381	0.0554199	-0.000976563	-0.0124512	-4425.29	4050	374.707
0.1875	0.218994	-1.1792	-0.0098877	0.00256348	0.026123	-3975.29	3600	674.707
0.0546875	0.134033	-1.06152	-0.128845	0.0678101	0.00109863	-4500.29	3675	449.707
0.166016	0.081543	-1.17554	0.0115356	0.0397949	0.043335	-3975.29	3750	374.707
0.116943	0.0986328	-1.06421	-0.097229	0.173523	0.0269165	-4275.29	3600	674.707
0.182617	0.0839844	-1.17212	-0.00714111	0.505737	0.0237427	-4350.29	2925	149.707
0.27124	0.0534668	-1.12158	-0.0771484	1.15747	-0.0933838	-4200.29	2775	149.707
0.161621	0.126221	-0.901855	-0.0118408	1.19171	-0.0842896	-4200.29	1725	299.707
0.277832	0.0783691	-0.948242	0.026062	1.46814	-0.0206299	-4350.29	525	-150.586
0.472168	0.0432129	-0.975342	0.191406	1.99994	-0.0267944	-4575.29	-225.293	-75.5859
0.61377	0.074707	-0.990234	0.0735474	1.83545	-0.0541992	-4050.29	-1650.29	-0.585938
0.575684	0.0561523	-0.853027	-0.0764771	1.90771	-0.00878906	-4125.29	-2775.29	524.707
0.762451	0.0820313	-0.600342	0.0806274	1.99994	0.0010376	-4050.29	-4200.29	899.707
0.724854	0.0930176	-0.709229	0.055603	1.78381	-0.0330811	-3975.29	-4725.29	1574.71
0.786377	0.0722656	-0.525635	0.0258179	1.9303	0.00744629	-3975.29	-5775.29	2474.71
1.73291	0.0473633	1.19482	0.140381	1.70636	0.106812	-3900.29	-6750.29	3299.71
1.13013	-0.015625	-0.512207	-0.122253	0.69165	-0.0792236	-4125.29	-7125.29	3374.71
0.781006	0.0891113	-0.0297852	-0.16333	1.02307	-0.0388794	-3825.29	-7425.29	3824.71
0.915771	0.0810547	-0.0437012	-0.0859375	0.679749	0.00543213	-4125.29	-7875.29	4124.71
0.973877	0.0908203	0.0195313	-0.0963745	0.582886	0.0160522	-4275.29	-8175.29	4274.71
0.911865	0.128418	0.0537109	0.0267334	0.342773	0.0343628	-3825.29	-8175.29	4874.71
1.00903	0.104004	-0.097168	0.00878906	0.173767	0.0582886	-4050.29	-8100.29	4499.71
1.0144	0.0964355	-0.088623	0.0288086	0.0394287	0.0758667	-3825.29	-8175.29	4724.71
1.08008	0.0839844	-0.237305	-0.0272217	-0.111816	0.00823975	-3900.29	-8250.29	4499.71
1.06152	0.09375	-0.14502	-0.0427856	-0.143799	-0.0402832	-3900.29	-8100.29	4799.71
1.00708	0.0905762	-0.0759277	-0.0793457	-0.353333	-0.0281372	-3825.29	-8325.29	4274.71
0.957275	0.0979004	-0.15625	-0.116089	-0.766418	-0.0128784	-4350.29	-7650.29	3599.71
0.966797	0.11084	-0.0065918	-0.176636	-1.33447	0.0446167	-4350.29	-7200.29	2849.71
0.9021	0.113281	-0.157471	-0.0960083	-2	0.0995483	-3975.29	-6075.29	2174.71
0.883789	0.0488281	-0.54834	-0.0648193	-1.57288	0.0725708	-3825.29	-5325.29	1424.71
1.01196	0.0319824	-0.283203	-0.209106	-2	-0.0783691	-4350.29	-3750.29	449.707
0.230713	0.179688	-0.299805	0.024353	-2	-0.0444336	-4200.29	-1350.29	-150.586
0.330322	-0.0898438	-1.11914	0.570007	-2	0.19928	-4050.29	2775	-0.585938
0.0285645	-0.0534668	-1.46338	0.0601807	-2	0.0883179	-3525.29	4350	224.707
0.0759277	0.0671387	-0.973633	-0.158813	1.49506	0.280396	-3975.29	4500	74.707
0.095459	0.141602	-0.847168	-0.183594	0.891113	0.189636	-4350.29	3675	-0.585938
0.092041	0.149414	-0.901611	-0.11853	0.340698	0.250061	-4350.29	3375	299.707
0.241943	0.132324	-0.95874	-0.043457	0.40155	0.208862	-4350.29	3075	299.707
0.320557	0.117188	-0.961182	0.00323486	0.312256	0.130737	-4500.29	3075	-150.586
0.186035	0.0961914	-1.12451	-0.0876465	-0.18103	0.048584	-4275.29	3000	74.707
0.12085	0.132568	-1.0769	-0.141541	-0.221375	0.0743408	-4500.29	3225	-150.586
0.256592	0.134277	-0.950684	-0.183044	-0.00683594	0.0847778	-4575.29	3300	224.707
0.262939	0.133057	-0.817871	-0.09552	-0.0194092	0.0546265	-4725.29	3150	-225.586
0.260498	0.147949	-0.720215	-0.027832	-0.0606079	0.0489502	-4650.29	3075	-0.585938
0.31958	0.164551	-0.591797	0.141907	0.147644	0.0808105	-4725.29	3150	224.707
0.38623	0.106934	-0.68042	0.344543	0.179688	-0.000976563	-4650.29	2775	-300.586
0.308594	0.111572	-0.728271	0.492737	0.403442	-0.00378418	-4050.29	2625	-150.586
0.159668	0.0964355	-0.989258	0.642395	0.291992	0.0200806	-3600.29	2025	-0.585938
0.144287	0.0366211	-1.19653	0.538513	0.201355	0.0693359	-3375.29	2400	74.707
0.107666	-0.0012207	-1.14355	0.437134	0.149841	0.111389	-3225.29	2100	-525.586
0.373291	-0.072998	-1.27515	0.259583	-0.143677	0.0186157	-3225.29	2250	74.707
0.106201	-0.0532227	-1.06421	0.118042	-0.146362	0.208801	-3150.29	2475	-150.586
0.589355	0.113525	-1.55347	0.492126	-0.704834	0.234436	-2850.29	2625	449.707
0.0429688	-0.186523	-1.18555	-0.170532	0.331116	-0.0287476	-3150.29	2625	-0.585938
0.193115	0.00976563	-0.376465	0.319214	-0.258606	0.12915	-3150.29	3075	-150.586
0.286621	-0.050293	-0.755859	0.755005	-0.853699	0.204041	-2550.29	2925	149.707
0.477783	0.562012	-1.37354	0.566528	-0.344238	0.0475464	-1875.29	3450	224.707
0.0742188	-0.521484	-1.12817	0.195862	-0.343445	-0.619629	-1950.29	3675	599.707
0.0722656	-0.143066	-1.00366	-0.0714722	-0.0970459	-0.401917	-1725.29	3450	374.707
0.0930176	-0.104492	-1.04761	0.0718384	-0.170898	-0.451843	-1650.29	3525	599.707
0.132324	-0.287598	-1.01563	-0.0775146	-0.485779	-0.276123	-1725.29	3750	374.707
0.131592	-0.228516	-0.858154	-0.11438	0.036499	-0.0997314	-1500.29	3825	599.707
0.0532227	-0.454834	-1.15723	0.0249634	0.1073	0.0914307	-1650.29	4125	449.707
0.133789	-0.200684	-1.02612	0.154785	-0.0895996	0.133301	-1500.29	3825	449.707
0.153809	-0.0205078	-1.07227	0.149841	-0.158142	0.0107422	-1500.29	3975	299.707
0.0678711	-0.0869141	-1.03906	0.0958252	-0.383911	-0.0462646	-1275.29	4200	674.707
0.0913086	-0.311279	-0.926514	0.169189	0.0098877	0.0249023	-1200.29	3975	899.707
0.111572	-0.158691	-0.982178	0.124268	-0.0519409	-0.0144653	-675.293	4650	974.707
0.0776367	-0.0927734	-1.01074	-0.284546	0.344238	-0.0644531	-1275.29	3600	824.707
0.124756	-0.386719	-0.935547	-0.376953	-0.0165405	-0.0806274	-1575.29	3600	674.707
0.178223	-0.25293	-1.0083	-0.558716	-0.00610352	-0.119751	-1800.29	3825	599.707
0.216553	0.210205	-0.175781	0.189392	-0.072876	0.121033	-2250.29	3675	749.707
0.143311	-0.0185547	-1.15552	-0.06427	0.216187	-0.00396729	-2400.29	3825	599.707
0.119385	-0.0317383	-0.94458	-0.00744629	0.0187378	0.00604248	-2400.29	3225	749.707
0.157715	-0.0400391	-1.06323	-0.00201416	-0.0195923	0.00970459	-2325.29	3450	224.707
0.147217	-0.0373535	-1.0105	-0.000793457	-0.0151367	0.0103149	-2175.29	3750	524.707
0.135742	-0.029541	-1.02173	-0.00402832	0.00482178	0.00695801	-1950.29	3525	149.707
0.158203	-0.0290527	-1.01196	-0.00646973	-0.00311279	0.0078125	-2325.29	3750	524.707
0.165527	-0.0275879	-1.03345	-0.0032959	-6.10E-05	0.00811768	-2250.29	3675	899.707
0.139648	-0.0334473	-1.01074	-0.00488281	-0.0114136	0.00811768	-2100.29	3675	449.707
0.143066	-0.03125	-1.01636	-0.00177002	-0.00775146	0.00665283	-2250.29	3525	299.707
0.162109	-0.0349121	-1.0188	-0.0045166	-0.0010376	0.00823975	-2325.29	3750	524.707
0.162598	-0.0349121	-1.0144	-0.00518799	-0.00585938	0.00994873	-2325.29	3600	524.707
0.14502	-0.0344238	-1.02002	-0.00427246	-0.00762939	0.00695801	-2250.29	3825	-0.585938
0.147705	-0.027832	-1.02173	-0.00506592	-0.0055542	0.00891113	-2550.29	3375	749.707
0.154785	-0.0297852	-1.0166	-0.00549316	-0.00415039	0.00518799	-2475.29	3450	524.707
0.156982	-0.0288086	-1.02222	-0.00372314	-0.00500488	0.00891113	-2625.29	3450	824.707
0.154297	-0.0371094	-1.02295	-0.00311279	-0.00543213	0.00921631	-2250.29	3375	599.707
0.145264	-0.0334473	-1.02197	-0.00457764	-0.00463867	0.00860596	-1950.29	3675	599.707
0.154785	-0.0341797	-1.02759	-0.00445557	-0.00427246	0.0067749	-2550.29	3975	599.707
0.159668	-0.0336914	-1.01099	-0.00482178	-0.00616455	0.00701904	-2250.29	3075	449.707
0.148926	-0.0361328	-1.01733	-0.00445557	-0.00598145	0.0065918	-2250.29	3375	449.707
0.149658	-0.0288086	-1.01514	-0.0043335	-0.00634766	0.0078125	-2325.29	3750	374.707
0.153809	-0.0314941	-1.02124	-0.00427246	-0.00469971	0.00646973	-2400.29	3375	449.707
0.153076	-0.0339355	-1.01831	-0.00476074	-0.00592041	0.00714111	-2400.29	3525	449.707
0.154053	-0.0405273	-1.01611	-0.00360107	-0.00616455	0.00897217	-2400.29	3825	599.707
0.146484	-0.0332031	-1.02417	-0.00384521	-0.00524902	0.00653076	-2625.29	3600	524.707
0.15332	-0.0327148	-1.01978	-0.00457764	-0.00378418	0.00799561	-2400.29	3525	749.707
0.15332	-0.0314941	-1.01782	-0.00408936	-0.00390625	0.00817871	-2025.29	3450	524.707
0.151855	-0.029541	-1.02539	-0.00500488	-0.0067749	0.00927734	-2250.29	3675	149.707
0.152588	-0.0356445	-1.01025	-0.00421143	-0.00537109	0.00836182	-2625.29	3600	824.707
0.150879	-0.03125	-1.01904	-0.00390625	-0.00372314	0.0078125	-2250.29	3525	449.707
0.151611	-0.0341797	-1.01514	-0.00341797	-0.00598145	0.00799561	-2625.29	3600	824.707
0.155273	-0.0302734	-1.02319	-0.00439453	-0.00628662	0.00836182	-2475.29	3300	374.707
0.158936	-0.0356445	-1.01465	-0.00500488	-0.00543213	0.00775146	-2400.29	3225	449.707
0.145752	-0.0388184	-1.02222	-0.00494385	-0.00231934	0.00811768	-2400.29	3675	599.707
